acc_kmeans	recall_train	precision_train	f1_train	loss_value_train	accuracy_train	recall_test	precision_test	f1_test	loss_value_test	accuracy_test	NMI_t_t1	NMI_t_label	cluster_resign_num
0.6497241922773838	0.012466607301869992	0.22580645161290322	0.023628691983122365	0.6963580250740051	0.8480430785395324	0.007	1.0	0.013902681231380339	0.6918176412582397	0.5035	0.8686838855732882	0.00678963667791328	157.0
0.6664039926451274	0.15761353517364202	0.22897800776196636	0.18670886075949367	0.7328567504882812	0.797478329393223	0.164	0.9318181818181818	0.27891156462585037	0.6657172441482544	0.576	0.7144458636805666	0.08529117186713744	494.0
0.6133438402941949	0.5957257346393589	0.28227848101265823	0.38305181792155735	0.7983049750328064	0.7169687417914369	0.616	0.9112426035502958	0.7350835322195705	0.594745934009552	0.778	0.9025138937056572	0.2899387263884696	106.0
0.624113475177305	0.8165627782724845	0.30294020482325734	0.44192771084337346	0.8192421793937683	0.6958234830575256	0.811	0.9081746920492721	0.8568409931325938	0.5645283460617065	0.8645	0.7495062422242889	0.4392616801677881	408.0
0.6664039926451274	0.8210151380231523	0.3130730050933786	0.4532940019665684	0.8119070529937744	0.707906488048332	0.809	0.9161947904869762	0.8592671269251195	0.562427818775177	0.8675	0.7849647692980221	0.45021308345611666	325.0
0.6991069083267665	0.8281389136242209	0.3148273527420447	0.4562178072111847	0.8115893602371216	0.7088258471237194	0.811	0.9143179255918827	0.859565447800742	0.562667965888977	0.8675	0.9348822136153889	0.44919230363418894	67.0
0.703966377725243	0.8477292965271594	0.31471074380165287	0.45901639344262285	0.8144825100898743	0.7052797478329393	0.827	0.9107929515418502	0.8668763102725366	0.5611792206764221	0.873	0.961554180405429	0.46018533879960016	35.0
0.7022589965852377	0.8593054318788959	0.3161861074705111	0.4622754491017964	0.8149740695953369	0.7051484108221697	0.839	0.9129488574537541	0.8744137571651902	0.5585897564888	0.8795	0.9563131022268453	0.4769540902673541	41.0
0.6997635933806147	0.8886910062333037	0.31915574032619126	0.4696470588235295	0.8167482614517212	0.703966377725243	0.855	0.9115138592750534	0.8823529411764707	0.556480884552002	0.886	0.9398401350919232	0.4929854386597928	61.0
0.6943787759390596	0.9136242208370436	0.3182382133995037	0.47204968944099374	0.8209708333015442	0.6985815602836879	0.883	0.9121900826446281	0.8973577235772358	0.5517826080322266	0.899	0.9392224670637035	0.5293407350309977	62.0
