acc_kmeans	recall_train	precision_train	f1_train	loss_value_train	accuracy_train	recall_test	precision_test	f1_test	loss_value_test	accuracy_test	NMI_t_t1	NMI_t_label	cluster_resign_num
0.6749013116006621	0.8181250974886913	0.6606001448408325	0.7309722488371687	0.6658586263656616	0.6722483976399677	0.9589157136806438	0.932710793737984	0.945631743821789	0.47946783900260925	0.9266873181263494	0.9515251482023613	0.5962138619202838	259.0
0.6740736024449255	0.8228825456247075	0.659581783515144	0.7322379721359543	0.6663489937782288	0.6724606307568233	0.9624452915431314	0.9292529989094874	0.9455579443789445	0.48026442527770996	0.926311837041209	0.986209829201105	0.5959060352216436	56.0
0.6741584956916677	0.8238574325378256	0.6597033567525371	0.7326986769321473	0.6662395596504211	0.6728426503671633	0.963151207115629	0.9287950987066032	0.945661214305517	0.48031896352767944	0.9264057073124942	0.9877039835748556	0.5965291138678867	47.0
0.6743495054968377	0.8219466541881142	0.6603383458646617	0.7323327079424641	0.6658976674079895	0.6729912135489622	0.9615981928561345	0.9311004784688995	0.9461036255035421	0.4796052575111389	0.9271566694827748	0.9773927030679068	0.5987482592520398	103.0
0.6748800882889766	0.818866011542661	0.6612400415656391	0.7316597271824533	0.6654290556907654	0.6730973301073899	0.9601863617111394	0.9330498010701056	0.9464236014472586	0.4790304899215698	0.9277198911104854	0.9761563678090774	0.6004390015255754	109.0
0.6751559913408889	0.8170332241459991	0.6621788186214089	0.7315003927729772	0.6648998856544495	0.6735642429644721	0.9596216292531413	0.9346809680968097	0.9469871125043539	0.478416383266449	0.9285647235520511	0.981641385444673	0.6035040970719817	81.0
0.675431894392801	0.8141085634066448	0.6633093982334626	0.7310129906509332	0.6642938256263733	0.6739250392631266	0.9584921643371452	0.9360264718047704	0.9471261160714284	0.47806134819984436	0.9288463343659064	0.9730714207754612	0.6043418000910665	128.0
0.6760685937433677	0.8116128529090626	0.6643789702173843	0.7306524372048937	0.6637174487113953	0.6743282821851522	0.9565156007341522	0.9374567593745676	0.9468902865129281	0.4778621196746826	0.9286585938233362	0.9810311951363334	0.6033078257211894	83.0
0.6762596035485378	0.808883169552332	0.6652875332756022	0.7300916882248386	0.6632552742958069	0.6744980686786366	0.9549625864746576	0.9395749409640228	0.9472062736311441	0.47726479172706604	0.9292218154510467	0.9760398146034462	0.6053636825262542	112.0
0.6765991765355066	0.8072453595382936	0.6662268280123584	0.7299880104379717	0.6627383828163147	0.6749862048474043	0.9542566709021602	0.9413649025069638	0.9477669494496249	0.4766281247138977	0.9300666478926124	0.9819576316683046	0.6086709194361695	78.0
0.6770660893925888	0.8047106535641866	0.6673349933706303	0.7296126716990472	0.6621569395065308	0.67538944776943	0.9527036566426655	0.9427214305671976	0.9476862579875008	0.4763800799846649	0.9300666478926124	0.9759483140009323	0.608688488874792	112.0
0.6771934292627022	0.8029168616440493	0.6680076566200565	0.7292755060477801	0.6618171334266663	0.6755592342629144	0.9515741917266695	0.9431849986006158	0.9473610232623516	0.4764325022697449	0.9296911668074721	0.9805105042103544	0.6072458437543795	84.0
0.6775330022496711	0.8029948525970987	0.668701695135416	0.7297211098904993	0.6613929867744446	0.6762596035485378	0.951715374841169	0.9437211255774884	0.9477013918177984	0.4761640131473541	0.9301605181638974	0.9926079100563865	0.6091210348912977	26.0
0.6777876819898977	0.8020589611605053	0.6690085870413739	0.7295169184932966	0.6612443327903748	0.6763020501719088	0.9515741917266695	0.9442420846175399	0.9478939596371563	0.47596684098243713	0.9304421289777527	0.9862318058102139	0.6102675625446505	56.0
0.6779574684833821	0.8006941194821401	0.6698091665307454	0.7294268104229206	0.6608158349990845	0.6767052930939343	0.9512918254976704	0.9446235805411468	0.9479459763646595	0.475863516330719	0.9305359992490378	0.9879697391958282	0.610672964645162	46.0
0.6780423617301243	0.8003041647168928	0.6700075087329829	0.7293824966681475	0.6607121825218201	0.6767901863406766	0.951715374841169	0.944646860986547	0.9481679442998804	0.47575652599334717	0.9308176100628931	0.9884091882487583	0.6117734832401823	44.0
0.6782970414703511	0.7990953049446264	0.6705936252372537	0.7292267179103947	0.6604093313217163	0.6770236427692177	0.951715374841169	0.9447792571829012	0.9482346321564216	0.475698322057724	0.9309114803341781	0.9931230352157833	0.612153744973138	24.0
0.6783394880937221	0.7990953049446264	0.6710987391517931	0.7295252674486908	0.6601066589355469	0.6775117789379855	0.952280107299167	0.9446778711484594	0.9484637558883497	0.47561389207839966	0.9311930911480334	0.9890600702761516	0.6132471246372082	45.0
0.6782333715352944	0.7978084542193106	0.6712710807795788	0.7290901963579345	0.6600568294525146	0.6773207691328155	0.9524212904136665	0.945347533632287	0.9488712286377383	0.47528719902038574	0.9317563127757439	0.9921407906740307	0.6155224646316869	30.0
0.6782758181586654	0.7986273592263298	0.6711233451304234	0.7293447293447294	0.6601113080978394	0.6774056623795577	0.9545390371311591	0.9454621731226401	0.9499789237038077	0.474752277135849	0.9331643668450201	0.9815005980436107	0.6211243007431263	83.0
